"Name","Bd_Inhibition","Bd_Inhibition_Prior","TaxaID","Dataset","NameNoDSLabel"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_63",NA,0.5,"Taxon13056","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_63"
"Salamanders:Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;_40",NA,0.5,"Taxon13057","Salamanders","Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;_40"
"Salamanders:Bacteria;Armatimonadota;DG-56;_19",NA,0.5,"Taxon13058","Salamanders","Bacteria;Armatimonadota;DG-56;_19"
"Salamanders:Bacteria;Latescibacterota;_145",NA,0.5,"Taxon13059","Salamanders","Bacteria;Latescibacterota;_145"
"Salamanders:Bacteria;Armatimonadota;_50",NA,0.5,"Taxon13060","Salamanders","Bacteria;Armatimonadota;_50"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_125",NA,0.5,"Taxon13061","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_125"
"Salamanders:Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;_29",NA,0.5,"Taxon13062","Salamanders","Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;_29"
"Salamanders:Bacteria;Armatimonadota;_51",NA,0.5,"Taxon13063","Salamanders","Bacteria;Armatimonadota;_51"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;_18",NA,0.5,"Taxon13064","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;_18"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;_19",NA,0.5,"Taxon13065","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;_19"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_230",NA,0.5,"Taxon13066","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_230"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_154",NA,0.5,"Taxon13067","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_154"
"Salamanders:Bacteria;FCPU426;_48",NA,0.5,"Taxon13068","Salamanders","Bacteria;FCPU426;_48"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_64",NA,0.5,"Taxon13069","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_64"
"Salamanders:Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_23",NA,0.5,"Taxon13070","Salamanders","Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_23"
"Salamanders:Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;_14",NA,0.5,"Taxon13071","Salamanders","Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;_14"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_155",NA,0.5,"Taxon13072","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_155"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_75",NA,0.5,"Taxon13073","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_75"
"Salamanders:Bacteria;Latescibacterota;_146",NA,0.5,"Taxon13074","Salamanders","Bacteria;Latescibacterota;_146"
"Salamanders:Bacteria;Planctomycetota;_41",NA,0.5,"Taxon13075","Salamanders","Bacteria;Planctomycetota;_41"
"Salamanders:Bacteria;Acidobacteriota;Blastocatellia;11-24;_9",NA,0.5,"Taxon13076","Salamanders","Bacteria;Acidobacteriota;Blastocatellia;11-24;_9"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_125",NA,0.5,"Taxon13077","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_125"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_26",NA,0.5,"Taxon13078","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_26"
"Salamanders:Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Ga0074140;_4",NA,0.5,"Taxon13079","Salamanders","Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Ga0074140;_4"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;_3",NA,0.5,"Taxon13080","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;_3"
"Salamanders:Bacteria;_324",NA,0.5,"Taxon13081","Salamanders","Bacteria;_324"
"Salamanders:Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_18",NA,0.5,"Taxon13082","Salamanders","Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_18"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_141",NA,0.5,"Taxon13083","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_141"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;_3",NA,0.5,"Taxon13084","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;_3"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;_5",NA,0.5,"Taxon13085","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;_5"
"Salamanders:Bacteria;Armatimonadota;_52",NA,0.5,"Taxon13086","Salamanders","Bacteria;Armatimonadota;_52"
"Salamanders:Bacteria;Firmicutes;Clostridia;Oscillospirales;_7",NA,0.5,"Taxon13087","Salamanders","Bacteria;Firmicutes;Clostridia;Oscillospirales;_7"
"Salamanders:Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;_9",NA,0.5,"Taxon13088","Salamanders","Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;_9"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;_1",NA,0.5,"Taxon13089","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;_1"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_126",NA,0.5,"Taxon13090","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_126"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis_PCC-7914;_6",NA,0.5,"Taxon13091","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis_PCC-7914;_6"
"Salamanders:Bacteria;TA06;_27",NA,0.5,"Taxon13092","Salamanders","Bacteria;TA06;_27"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_127",NA,0.5,"Taxon13093","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_127"
"Salamanders:Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;_13",NA,0.5,"Taxon13094","Salamanders","Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;_13"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_76",NA,0.5,"Taxon13095","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_76"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;_6",NA,0.5,"Taxon13096","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;_6"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_65",NA,0.5,"Taxon13097","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_65"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_69",NA,0.5,"Taxon13098","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_69"
"Salamanders:Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;_32",NA,0.5,"Taxon13099","Salamanders","Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;_32"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;_68",NA,0.5,"Taxon13100","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;_68"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_47",NA,0.5,"Taxon13101","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_47"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_128",NA,0.5,"Taxon13102","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_128"
"Salamanders:Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus;_6",NA,0.5,"Taxon13103","Salamanders","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus;_6"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_142",NA,0.5,"Taxon13104","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_142"
"Salamanders:Bacteria;Firmicutes;_28",NA,0.5,"Taxon13105","Salamanders","Bacteria;Firmicutes;_28"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_53",NA,0.5,"Taxon13106","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_53"
"Salamanders:Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;_41",NA,0.5,"Taxon13107","Salamanders","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;_41"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_213",NA,0.5,"Taxon13108","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_213"
"Salamanders:Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;_9",NA,0.5,"Taxon13109","Salamanders","Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;_9"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;_19",NA,0.5,"Taxon13110","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;_19"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;_39",NA,0.5,"Taxon13111","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;_39"
"Salamanders:Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;_6",NA,0.5,"Taxon13112","Salamanders","Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;_6"
"Salamanders:Bacteria;Latescibacterota;_147",NA,0.5,"Taxon13113","Salamanders","Bacteria;Latescibacterota;_147"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;_9",NA,0.5,"Taxon13114","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;_9"
"Salamanders:Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_67",NA,0.5,"Taxon13115","Salamanders","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_67"
"Salamanders:Bacteria;_325",NA,0.5,"Taxon13116","Salamanders","Bacteria;_325"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_18",NA,0.5,"Taxon13117","Salamanders","Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_18"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_19",NA,0.5,"Taxon13118","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_19"
"Salamanders:Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;_8",NA,0.5,"Taxon13119","Salamanders","Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;_8"
"Salamanders:Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;_11",NA,0.5,"Taxon13120","Salamanders","Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;_11"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_52",NA,0.5,"Taxon13121","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_52"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;_16",NA,0.5,"Taxon13122","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;_16"
"Salamanders:Bacteria;Chloroflexi;Dehalococcoidia;RBG-13-46-9;_24",NA,0.5,"Taxon13123","Salamanders","Bacteria;Chloroflexi;Dehalococcoidia;RBG-13-46-9;_24"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_162",NA,0.5,"Taxon13124","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_162"
"Salamanders:Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_88",NA,0.5,"Taxon13125","Salamanders","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_88"
"Salamanders:Bacteria;WPS-2;_25",NA,0.5,"Taxon13126","Salamanders","Bacteria;WPS-2;_25"
"Salamanders:Bacteria;NKB15;_4",NA,0.5,"Taxon13127","Salamanders","Bacteria;NKB15;_4"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_129",NA,0.5,"Taxon13128","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_129"
"Salamanders:Bacteria;Elusimicrobiota;Lineage_IIa;_23",NA,0.5,"Taxon13129","Salamanders","Bacteria;Elusimicrobiota;Lineage_IIa;_23"
"Salamanders:Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;_27",NA,0.5,"Taxon13130","Salamanders","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;_27"
"Salamanders:Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;_9",NA,0.5,"Taxon13131","Salamanders","Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;_9"
"Salamanders:Bacteria;SAR324_clade(Marine_group_B);_6",NA,0.5,"Taxon13132","Salamanders","Bacteria;SAR324_clade(Marine_group_B);_6"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;_8",NA,0.5,"Taxon13133","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;_8"
"Salamanders:Bacteria;NB1-j;_12",NA,0.5,"Taxon13134","Salamanders","Bacteria;NB1-j;_12"
"Salamanders:Bacteria;Dependentiae;Babeliae;Babeliales;_21",NA,0.5,"Taxon13135","Salamanders","Bacteria;Dependentiae;Babeliae;Babeliales;_21"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_20",NA,0.5,"Taxon13136","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_20"
"Salamanders:Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_68",NA,0.5,"Taxon13137","Salamanders","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_68"
"Salamanders:Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;possible_genus_03;_1",NA,0.5,"Taxon13138","Salamanders","Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;possible_genus_03;_1"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_130",NA,0.5,"Taxon13139","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_130"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;_8",NA,0.5,"Taxon13140","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;_8"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_130",NA,0.5,"Taxon13141","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_130"
"Salamanders:Bacteria;Chloroflexi;OLB14;_16",NA,0.5,"Taxon13142","Salamanders","Bacteria;Chloroflexi;OLB14;_16"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;_6",NA,0.5,"Taxon13143","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;_6"
"Salamanders:Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_122",NA,0.5,"Taxon13144","Salamanders","Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_122"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_232",NA,0.5,"Taxon13145","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_232"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_214",NA,0.5,"Taxon13146","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_214"
"Salamanders:Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;_15",NA,0.5,"Taxon13147","Salamanders","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;_15"
"Salamanders:Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;_3",NA,0.5,"Taxon13148","Salamanders","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;_3"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_131",NA,0.5,"Taxon13149","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_131"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;_18",NA,0.5,"Taxon13150","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;_18"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus_Competibacter;_8",NA,0.5,"Taxon13151","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus_Competibacter;_8"
"Salamanders:Bacteria;_326",NA,0.5,"Taxon13152","Salamanders","Bacteria;_326"
"Salamanders:Bacteria;_327",NA,0.5,"Taxon13153","Salamanders","Bacteria;_327"
"Salamanders:Bacteria;NB1-j;_13",NA,0.5,"Taxon13154","Salamanders","Bacteria;NB1-j;_13"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_86",NA,0.5,"Taxon13155","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_86"
"Salamanders:Bacteria;WOR-1;_38",NA,0.5,"Taxon13156","Salamanders","Bacteria;WOR-1;_38"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_79",NA,0.5,"Taxon13157","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_79"
"Salamanders:Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;MWH-Ta3;_2",NA,0.5,"Taxon13158","Salamanders","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;MWH-Ta3;_2"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;_4",NA,0.5,"Taxon13159","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;_4"
"Salamanders:Bacteria;Armatimonadota;_53",NA,0.5,"Taxon13160","Salamanders","Bacteria;Armatimonadota;_53"
"Salamanders:Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;_18",NA,0.5,"Taxon13161","Salamanders","Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;_18"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;_16",NA,0.5,"Taxon13162","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;_16"
"Salamanders:Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_61",NA,0.5,"Taxon13163","Salamanders","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_61"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;_7",NA,0.5,"Taxon13164","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;_7"
"Salamanders:Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_79",NA,0.5,"Taxon13165","Salamanders","Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_79"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_169",NA,0.5,"Taxon13166","Salamanders","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_169"
"Salamanders:Bacteria;Desulfobacterota;_53",NA,0.5,"Taxon13167","Salamanders","Bacteria;Desulfobacterota;_53"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;_13",NA,0.5,"Taxon13168","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;_13"
"Salamanders:Bacteria;Acidobacteriota;Blastocatellia;11-24;_10",NA,0.5,"Taxon13169","Salamanders","Bacteria;Acidobacteriota;Blastocatellia;11-24;_10"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_132",NA,0.5,"Taxon13170","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_132"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;_10",NA,0.5,"Taxon13171","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;_10"
"Salamanders:Bacteria;Acidobacteriota;Subgroup_11;_6",NA,0.5,"Taxon13172","Salamanders","Bacteria;Acidobacteriota;Subgroup_11;_6"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_142",NA,0.5,"Taxon13173","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_142"
"Salamanders:Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_69",NA,0.5,"Taxon13174","Salamanders","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_69"
"Salamanders:Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_80",NA,0.5,"Taxon13175","Salamanders","Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_80"
"Salamanders:Bacteria;Proteobacteria;_27",NA,0.5,"Taxon13176","Salamanders","Bacteria;Proteobacteria;_27"
"Salamanders:Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;_9",NA,0.5,"Taxon13177","Salamanders","Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;_9"
"Salamanders:Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;_35",NA,0.5,"Taxon13178","Salamanders","Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;_35"
"Salamanders:Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;_25",NA,0.5,"Taxon13179","Salamanders","Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;_25"
"Salamanders:Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_16",NA,0.5,"Taxon13180","Salamanders","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_16"
"Salamanders:Bacteria;Armatimonadota;_54",NA,0.5,"Taxon13181","Salamanders","Bacteria;Armatimonadota;_54"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;_15",NA,0.5,"Taxon13182","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;_15"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;_6",NA,0.5,"Taxon13183","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;_6"
"Salamanders:Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;_14",NA,0.5,"Taxon13184","Salamanders","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;_14"
"Salamanders:Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_70",NA,0.5,"Taxon13185","Salamanders","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_70"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;_17",NA,0.5,"Taxon13186","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;_17"
